"Displacement:0","Displacement:1","Displacement:2","FailureType","Strain:0","Strain:1","Strain:2","Strain:3","Strain:4","Strain:5","Strain:6","Strain:7","Strain:8","StrainPlastic:0","StrainPlastic:1","StrainPlastic:2","StrainPlastic:3","StrainPlastic:4","StrainPlastic:5","StrainPlastic:6","StrainPlastic:7","StrainPlastic:8","Stress:0","Stress:1","Stress:2","Stress:3","Stress:4","Stress:5","Stress:6","Stress:7","Stress:8","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0,-4.9339e-06,-1.3704e-07,0,-1.3704e-07,5.8822e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021687,-6.4197e-06,0,-6.4197e-06,0.0002898,0,0,0,1.4585e-05,1,3.7011,3.8011,0,0
0,0,0,0,-4.9339e-06,-1.369e-07,0,-1.369e-07,5.8705e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021727,-6.4197e-06,0,-6.4197e-06,0.0002894,0,0,0,1.4427e-05,1,3.705,3.805,0,0
0,0,0,0,-4.9339e-06,-1.3675e-07,0,-1.3675e-07,5.8589e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021766,-6.4197e-06,0,-6.4197e-06,0.000289,0,0,0,1.4268e-05,1,3.7089,3.8089,0,0
0,0,0,0,-4.9339e-06,-1.366e-07,0,-1.366e-07,5.8472e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021806,-6.4197e-06,0,-6.4197e-06,0.00028861,0,0,0,1.411e-05,1,3.7128,3.8128,0,0
0,0,0,0,-4.9339e-06,-1.3645e-07,0,-1.3645e-07,5.8355e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021845,-6.4197e-06,0,-6.4197e-06,0.00028821,0,0,0,1.3952e-05,1,3.7167,3.8167,0,0
0,0,0,0,-4.9339e-06,-1.3631e-07,0,-1.3631e-07,5.8239e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021885,-6.4197e-06,0,-6.4197e-06,0.00028782,0,0,0,1.3793e-05,1,3.7206,3.8206,0,0
0,0,0,0,-4.9339e-06,-1.3616e-07,0,-1.3616e-07,5.8122e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021924,-6.4197e-06,0,-6.4197e-06,0.00028742,0,0,0,1.3635e-05,1,3.7245,3.8245,0,0
0,0,0,0,-4.9339e-06,-1.3601e-07,0,-1.3601e-07,5.8005e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00021964,-6.4197e-06,0,-6.4197e-06,0.00028702,0,0,0,1.3477e-05,1,3.7284,3.8284,0,0
0,0,0,0,-4.9339e-06,-1.3586e-07,0,-1.3586e-07,5.7888e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022004,-6.4197e-06,0,-6.4197e-06,0.00028663,0,0,0,1.3319e-05,1,3.7323,3.8323,0,0
0,0,0,0,-4.9339e-06,-1.3571e-07,0,-1.3571e-07,5.7772e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022043,-6.4197e-06,0,-6.4197e-06,0.00028623,0,0,0,1.316e-05,1,3.7362,3.8362,0,0
0,0,0,0,-4.9339e-06,-1.3557e-07,0,-1.3557e-07,5.7655e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022083,-6.4197e-06,0,-6.4197e-06,0.00028584,0,0,0,1.3002e-05,1,3.7401,3.8401,0,0
0,0,0,0,-4.9339e-06,-1.3542e-07,0,-1.3542e-07,5.7538e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022122,-6.4197e-06,0,-6.4197e-06,0.00028544,0,0,0,1.2844e-05,1,3.744,3.844,0,0
0,0,0,0,-4.9339e-06,-1.3527e-07,0,-1.3527e-07,5.7422e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022162,-6.4197e-06,0,-6.4197e-06,0.00028505,0,0,0,1.2685e-05,1,3.7479,3.8479,0,0
0,0,0,0,-4.9339e-06,-1.3512e-07,0,-1.3512e-07,5.7305e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022202,-6.4197e-06,0,-6.4197e-06,0.00028465,0,0,0,1.2527e-05,1,3.7518,3.8518,0,0
0,0,0,0,-4.9339e-06,-1.3497e-07,0,-1.3497e-07,5.7188e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022241,-6.4197e-06,0,-6.4197e-06,0.00028425,0,0,0,1.2369e-05,1,3.7557,3.8557,0,0
0,0,0,0,-4.9339e-06,-1.3483e-07,0,-1.3483e-07,5.7071e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022281,-6.4197e-06,0,-6.4197e-06,0.00028386,0,0,0,1.221e-05,1,3.7596,3.8596,0,0
0,0,0,0,-4.9339e-06,-1.3468e-07,0,-1.3468e-07,5.6955e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002232,-6.4197e-06,0,-6.4197e-06,0.00028346,0,0,0,1.2052e-05,1,3.7635,3.8635,0,0
0,0,0,0,-4.9339e-06,-1.3453e-07,0,-1.3453e-07,5.6838e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002236,-6.4197e-06,0,-6.4197e-06,0.00028307,0,0,0,1.1894e-05,1,3.7674,3.8674,0,0
0,0,0,0,-4.9339e-06,-1.3438e-07,0,-1.3438e-07,5.6721e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022399,-6.4197e-06,0,-6.4197e-06,0.00028267,0,0,0,1.1735e-05,1,3.7713,3.8713,0,0
0,0,0,0,-4.9339e-06,-1.3424e-07,0,-1.3424e-07,5.6605e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022439,-6.4197e-06,0,-6.4197e-06,0.00028228,0,0,0,1.1577e-05,1,3.7752,3.8752,0,0
0,0,0,0,-4.9339e-06,-1.3409e-07,0,-1.3409e-07,5.6488e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022479,-6.4197e-06,0,-6.4197e-06,0.00028188,0,0,0,1.1419e-05,1,3.7791,3.8791,0,0
0,0,0,0,-4.9339e-06,-1.3394e-07,0,-1.3394e-07,5.6371e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022518,-6.4197e-06,0,-6.4197e-06,0.00028148,0,0,0,1.126e-05,1,3.783,3.883,0,0
0,0,0,0,-4.9339e-06,-1.3379e-07,0,-1.3379e-07,5.6254e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022558,-6.4197e-06,0,-6.4197e-06,0.00028109,0,0,0,1.1102e-05,1,3.7869,3.8869,0,0
0,0,0,0,-4.9339e-06,-1.3364e-07,0,-1.3364e-07,5.6138e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022597,-6.4197e-06,0,-6.4197e-06,0.00028069,0,0,0,1.0944e-05,1,3.7908,3.8908,0,0
0,0,0,0,-4.9339e-06,-1.335e-07,0,-1.335e-07,5.6021e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022637,-6.4197e-06,0,-6.4197e-06,0.0002803,0,0,0,1.0785e-05,1,3.7947,3.8947,0,0
0,0,0,0,-4.9339e-06,-1.3335e-07,0,-1.3335e-07,5.5904e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022676,-6.4197e-06,0,-6.4197e-06,0.0002799,0,0,0,1.0627e-05,1,3.7986,3.8986,0,0
0,0,0,0,-4.9339e-06,-1.332e-07,0,-1.332e-07,5.5788e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022716,-6.4197e-06,0,-6.4197e-06,0.0002795,0,0,0,1.0469e-05,1,3.8025,3.9025,0,0
0,0,0,0,-4.9339e-06,-1.3305e-07,0,-1.3305e-07,5.5671e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022756,-6.4197e-06,0,-6.4197e-06,0.00027911,0,0,0,1.0311e-05,1,3.8064,3.9064,0,0
0,0,0,0,-4.9339e-06,-1.329e-07,0,-1.329e-07,5.5554e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022795,-6.4197e-06,0,-6.4197e-06,0.00027871,0,0,0,1.0152e-05,1,3.8103,3.9103,0,0
0,0,0,0,-4.9339e-06,-1.3276e-07,0,-1.3276e-07,5.5437e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022835,-6.4197e-06,0,-6.4197e-06,0.00027832,0,0,0,9.9939e-06,1,3.8142,3.9142,0,0
0,0,0,0,-4.9339e-06,-1.3261e-07,0,-1.3261e-07,5.5321e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022874,-6.4197e-06,0,-6.4197e-06,0.00027792,0,0,0,9.8356e-06,1,3.8181,3.9181,0,0
0,0,0,0,-4.9339e-06,-1.3246e-07,0,-1.3246e-07,5.5204e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022914,-6.4197e-06,0,-6.4197e-06,0.00027753,0,0,0,9.6773e-06,1,3.822,3.922,0,0
0,0,0,0,-4.9339e-06,-1.3231e-07,0,-1.3231e-07,5.5087e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022954,-6.4197e-06,0,-6.4197e-06,0.00027713,0,0,0,9.519e-06,1,3.8259,3.9259,0,0
0,0,0,0,-4.9339e-06,-1.3216e-07,0,-1.3216e-07,5.497e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00022993,-6.4197e-06,0,-6.4197e-06,0.00027673,0,0,0,9.3606e-06,1,3.8298,3.9298,0,0
0,0,0,0,-4.9339e-06,-1.3202e-07,0,-1.3202e-07,5.4854e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023033,-6.4197e-06,0,-6.4197e-06,0.00027634,0,0,0,9.2023e-06,1,3.8337,3.9337,0,0
0,0,0,0,-4.9339e-06,-1.3187e-07,0,-1.3187e-07,5.4737e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023072,-6.4197e-06,0,-6.4197e-06,0.00027594,0,0,0,9.044e-06,1,3.8376,3.9376,0,0
0,0,0,0,-4.9339e-06,-1.3172e-07,0,-1.3172e-07,5.462e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023112,-6.4197e-06,0,-6.4197e-06,0.00027555,0,0,0,8.8857e-06,1,3.8415,3.9415,0,0
0,0,0,0,-4.9339e-06,-1.3157e-07,0,-1.3157e-07,5.4504e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023151,-6.4197e-06,0,-6.4197e-06,0.00027515,0,0,0,8.7274e-06,1,3.8454,3.9454,0,0
0,0,0,0,-4.9339e-06,-1.3143e-07,0,-1.3143e-07,5.4387e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023191,-6.4197e-06,0,-6.4197e-06,0.00027476,0,0,0,8.5691e-06,1,3.8493,3.9493,0,0
0,0,0,0,-4.9339e-06,-1.3128e-07,0,-1.3128e-07,5.427e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023231,-6.4197e-06,0,-6.4197e-06,0.00027436,0,0,0,8.4107e-06,1,3.8532,3.9532,0,0
0,0,0,0,-4.9339e-06,-1.3113e-07,0,-1.3113e-07,5.4153e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002327,-6.4197e-06,0,-6.4197e-06,0.00027396,0,0,0,8.2524e-06,1,3.8571,3.9571,0,0
0,0,0,0,-4.9339e-06,-1.3098e-07,0,-1.3098e-07,5.4037e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0002331,-6.4197e-06,0,-6.4197e-06,0.00027357,0,0,0,8.0941e-06,1,3.861,3.961,0,0
0,0,0,0,-4.9339e-06,-1.3083e-07,0,-1.3083e-07,5.392e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023349,-6.4197e-06,0,-6.4197e-06,0.00027317,0,0,0,7.9358e-06,1,3.8649,3.9649,0,0
0,0,0,0,-4.9339e-06,-1.3069e-07,0,-1.3069e-07,5.3803e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023389,-6.4197e-06,0,-6.4197e-06,0.00027278,0,0,0,7.7775e-06,1,3.8688,3.9688,0,0
0,0,0,0,-4.9339e-06,-1.3054e-07,0,-1.3054e-07,5.3687e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023428,-6.4197e-06,0,-6.4197e-06,0.00027238,0,0,0,7.6192e-06,1,3.8727,3.9727,0,0
0,0,0,0,-4.9339e-06,-1.3039e-07,0,-1.3039e-07,5.357e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023468,-6.4197e-06,0,-6.4197e-06,0.00027198,0,0,0,7.4608e-06,1,3.8766,3.9766,0,0
0,0,0,0,-4.9339e-06,-1.3024e-07,0,-1.3024e-07,5.3453e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023508,-6.4197e-06,0,-6.4197e-06,0.00027159,0,0,0,7.3025e-06,1,3.8805,3.9805,0,0
0,0,0,0,-4.9339e-06,-1.3009e-07,0,-1.3009e-07,5.3336e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023547,-6.4197e-06,0,-6.4197e-06,0.00027119,0,0,0,7.1442e-06,1,3.8844,3.9844,0,0
0,0,0,0,-4.9339e-06,-1.2995e-07,0,-1.2995e-07,5.322e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023587,-6.4197e-06,0,-6.4197e-06,0.0002708,0,0,0,6.9859e-06,1,3.8883,3.9883,0,0
0,0,0,0,-4.9339e-06,-1.298e-07,0,-1.298e-07,5.3103e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023626,-6.4197e-06,0,-6.4197e-06,0.0002704,0,0,0,6.8276e-06,1,3.8922,3.9922,0,0
0,0,0,0,-4.9339e-06,-1.2965e-07,0,-1.2965e-07,5.2986e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023666,-6.4197e-06,0,-6.4197e-06,0.00027001,0,0,0,6.6693e-06,1,3.8961,3.9961,0,0
0,0,0,0,-4.9339e-06,-1.295e-07,0,-1.295e-07,5.287e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00023706,-6.4197e-06,0,-6.4197e-06,0.00026961,0,0,0,6.5109e-06,1,3.9,4,0,0
